"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","y"
"38749",20,"student","single","high.school","no","no","no","cellular","nov","wed",2,3,3,"success",-3.4,92.649,-30.1,"yes"
"40284",51,"retired","divorced","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",-1.7,94.215,-40.3,"yes"
"41001",54,"services","divorced","high.school","no","yes","no","cellular","oct","wed",3,999,2,"failure",-1.1,94.601,-49.5,"yes"
"27743",38,"technician","married","professional.course","no","yes","yes","cellular","mar","thu",2,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"40979",44,"admin.","married","university.degree","no","yes","no","cellular","oct","mon",1,999,0,"nonexistent",-1.1,94.601,-49.5,"yes"
"40314",40,"management","married","university.degree","no","no","no","telephone","jul","fri",2,3,2,"success",-1.7,94.215,-40.3,"yes"
"40316",37,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",5,4,2,"success",-1.7,94.215,-40.3,"yes"
"28294",48,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","wed",3,999,2,"failure",-1.8,93.075,-47.1,"yes"
"40876",57,"admin.","married","university.degree","no","unknown","unknown","cellular","oct","wed",2,3,2,"success",-1.1,94.601,-49.5,"yes"
"16921",30,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",8,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"27871",36,"admin.","married","high.school","no","yes","no","cellular","mar","thu",3,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"34862",27,"admin.","married","university.degree","no","yes","no","cellular","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,"yes"
"40084",46,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",-1.7,94.215,-40.3,"yes"
"34902",42,"services","married","high.school","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,"yes"
"24050",27,"admin.","single","university.degree","no","no","no","telephone","oct","tue",1,999,0,"nonexistent",-0.1,93.798,-40.4,"yes"
"6983",34,"services","married","high.school","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"30289",60,"admin.","married","high.school","no","yes","yes","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"39485",66,"retired","divorced","basic.4y","no","yes","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.749,-34.6,"yes"
"28432",45,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",5,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"41142",37,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-1.1,94.767,-50.8,"yes"
"29353",39,"management","single","university.degree","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"37170",52,"retired","divorced","university.degree","no","yes","yes","cellular","aug","thu",2,4,1,"success",-2.9,92.201,-31.4,"yes"
"30003",31,"technician","single","university.degree","no","yes","no","telephone","apr","tue",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"37927",44,"admin.","married","university.degree","no","yes","no","cellular","sep","thu",1,999,0,"nonexistent",-3.4,92.379,-29.8,"yes"
"37926",60,"retired","married","professional.course","no","yes","no","cellular","sep","thu",1,3,1,"success",-3.4,92.379,-29.8,"yes"
"36251",28,"admin.","single","university.degree","no","no","no","cellular","jun","mon",1,999,1,"failure",-2.9,92.963,-40.8,"yes"
"30402",33,"admin.","single","high.school","no","no","no","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"31089",36,"technician","married","professional.course","no","yes","no","cellular","may","wed",1,10,1,"success",-1.8,92.893,-46.2,"yes"
"27714",70,"retired","divorced","basic.4y","no","yes","no","cellular","mar","mon",3,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"36542",29,"admin.","married","high.school","no","no","no","cellular","jun","wed",1,999,0,"nonexistent",-2.9,92.963,-40.8,"yes"
"39918",37,"admin.","married","high.school","no","no","no","cellular","jun","wed",3,999,0,"nonexistent",-1.7,94.055,-39.8,"yes"
"15347",27,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"30234",46,"technician","married","professional.course","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"20235",50,"management","married","university.degree","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"30378",30,"admin.","single","university.degree","no","yes","yes","telephone","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"14747",26,"technician","single","professional.course","no","unknown","unknown","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"31511",33,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"40192",22,"admin.","single","university.degree","no","yes","no","telephone","jul","mon",1,999,2,"failure",-1.7,94.215,-40.3,"yes"
"38694",25,"admin.","single","university.degree","no","no","yes","cellular","nov","mon",1,3,2,"success",-3.4,92.649,-30.1,"yes"
"40115",73,"retired","married","basic.4y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",-1.7,94.215,-40.3,"yes"
"32279",35,"admin.","single","high.school","no","unknown","unknown","cellular","may","fri",2,10,1,"success",-1.8,92.893,-46.2,"yes"
"36789",33,"unemployed","married","university.degree","no","yes","no","cellular","jun","mon",3,999,0,"nonexistent",-2.9,92.963,-40.8,"yes"
"33399",39,"technician","single","professional.course","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"13135",31,"services","married","basic.9y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"23252",40,"technician","married","professional.course","no","yes","no","cellular","aug","wed",8,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"34071",38,"self-employed","married","basic.9y","no","no","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"29181",38,"unemployed","divorced","high.school","no","yes","yes","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,"yes"
"40672",60,"admin.","married","professional.course","no","yes","yes","cellular","sep","thu",1,6,1,"success",-1.1,94.199,-37.5,"yes"
"35248",30,"blue-collar","married","professional.course","no","no","no","cellular","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,"yes"
"27796",37,"admin.","married","university.degree","no","yes","yes","cellular","mar","tue",3,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"25568",29,"housemaid","single","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"38882",40,"technician","single","university.degree","no","no","no","cellular","nov","mon",2,3,1,"success",-3.4,92.649,-30.1,"yes"
"38017",58,"retired","married","basic.4y","no","no","no","cellular","sep","wed",1,999,0,"nonexistent",-3.4,92.379,-29.8,"yes"
"16707",60,"self-employed","married","university.degree","no","yes","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"8618",40,"housemaid","divorced","high.school","no","no","no","telephone","jun","wed",6,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"38583",78,"retired","divorced","basic.6y","no","no","no","cellular","oct","fri",2,999,0,"nonexistent",-3.4,92.431,-26.9,"yes"
"40971",24,"admin.","single","university.degree","no","yes","no","cellular","oct","fri",3,3,2,"success",-1.1,94.601,-49.5,"yes"
"17071",27,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"8515",30,"student","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"13132",31,"services","married","basic.9y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"29547",32,"student","single","university.degree","no","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"17045",52,"blue-collar","married","basic.9y","unknown","no","no","telephone","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"27061",54,"admin.","divorced","university.degree","unknown","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"18990",52,"management","married","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"41078",45,"blue-collar","married","high.school","no","yes","yes","cellular","nov","mon",2,5,3,"success",-1.1,94.767,-50.8,"yes"
"17872",38,"unemployed","married","basic.4y","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"32646",32,"admin.","married","high.school","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"38716",33,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",2,3,3,"success",-3.4,92.649,-30.1,"yes"
"4295",53,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"35317",51,"admin.","married","high.school","no","yes","yes","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"39614",31,"student","single","unknown","no","no","no","cellular","may","thu",2,999,1,"failure",-1.8,93.876,-40,"yes"
"29088",35,"admin.","single","university.degree","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"7096",31,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"15011",24,"services","single","high.school","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"27819",88,"retired","divorced","basic.4y","no","yes","no","cellular","mar","wed",1,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"15891",29,"admin.","single","university.degree","no","no","yes","telephone","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"14685",32,"technician","single","professional.course","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"20582",32,"technician","married","professional.course","unknown","yes","no","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"20864",31,"technician","married","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"14603",34,"management","divorced","university.degree","no","yes","no","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"40407",37,"management","married","high.school","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",-1.7,94.027,-38.3,"yes"
"27868",33,"blue-collar","single","high.school","no","yes","no","cellular","mar","wed",4,999,1,"failure",-1.8,92.843,-50,"yes"
"34316",36,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"37705",37,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",3,9,1,"success",-2.9,92.201,-31.4,"yes"
"12196",42,"management","married","university.degree","no","no","yes","telephone","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"13738",32,"unknown","single","professional.course","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"7420",30,"admin.","married","university.degree","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"39993",26,"admin.","married","high.school","no","no","no","cellular","jun","wed",4,12,3,"failure",-1.7,94.055,-39.8,"yes"
"37610",25,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,"yes"
"11738",35,"admin.","married","basic.9y","no","no","yes","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"33482",32,"management","single","university.degree","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"31183",46,"services","married","basic.9y","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,"yes"
"29095",33,"admin.","single","university.degree","unknown","no","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"40459",70,"retired","married","basic.4y","no","yes","no","cellular","aug","tue",3,6,1,"success",-1.7,94.027,-38.3,"yes"
"17373",59,"retired","married","university.degree","no","yes","no","cellular","jul","mon",7,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"39047",56,"blue-collar","married","basic.4y","unknown","yes","no","cellular","dec","tue",3,6,1,"success",-3,92.713,-33,"yes"
"9004",29,"services","single","high.school","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"30031",39,"admin.","married","university.degree","no","no","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"15188",23,"management","single","university.degree","no","no","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"18913",33,"student","divorced","professional.course","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"39240",55,"admin.","married","high.school","no","yes","no","cellular","mar","wed",2,999,1,"failure",-1.8,93.369,-34.8,"yes"
"38107",56,"unemployed","married","professional.course","no","no","no","cellular","sep","fri",3,6,1,"success",-3.4,92.379,-29.8,"yes"
"24084",41,"admin.","single","high.school","no","yes","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"33508",32,"services","married","high.school","no","no","no","cellular","may","tue",4,1,2,"success",-1.8,92.893,-46.2,"yes"
"10660",28,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"28419",30,"self-employed","single","university.degree","no","no","no","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"40273",52,"admin.","married","professional.course","no","yes","yes","cellular","jul","tue",2,6,1,"success",-1.7,94.215,-40.3,"yes"
"36947",24,"self-employed","single","unknown","no","no","yes","cellular","jul","thu",2,999,0,"nonexistent",-2.9,92.469,-33.6,"yes"
"37422",33,"services","married","high.school","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,"yes"
"27718",48,"admin.","married","basic.6y","no","yes","no","telephone","mar","mon",2,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"30059",44,"admin.","married","university.degree","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"40466",61,"admin.","married","university.degree","no","yes","yes","telephone","aug","wed",1,6,2,"success",-1.7,94.027,-38.3,"yes"
"39338",27,"admin.","single","university.degree","no","no","no","cellular","mar","tue",1,999,0,"nonexistent",-1.8,93.369,-34.8,"yes"
"40144",29,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",-1.7,94.215,-40.3,"yes"
"41045",62,"admin.","married","high.school","no","no","no","cellular","oct","tue",1,4,3,"success",-1.1,94.601,-49.5,"yes"
"38737",37,"services","married","high.school","no","no","no","cellular","nov","wed",2,999,2,"failure",-3.4,92.649,-30.1,"yes"
"40505",42,"technician","married","university.degree","no","no","no","cellular","aug","fri",3,6,2,"success",-1.7,94.027,-38.3,"yes"
"38555",30,"technician","married","professional.course","no","yes","yes","cellular","oct","thu",2,999,0,"nonexistent",-3.4,92.431,-26.9,"yes"
"40382",47,"admin.","married","university.degree","no","no","no","cellular","aug","wed",1,4,2,"success",-1.7,94.027,-38.3,"yes"
"26399",29,"services","married","basic.9y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"30005",78,"retired","married","basic.4y","no","yes","no","telephone","apr","tue",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"39000",50,"technician","married","high.school","no","no","no","cellular","dec","mon",3,999,0,"nonexistent",-3,92.713,-33,"yes"
"9915",57,"blue-collar","married","unknown","unknown","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"28546",47,"admin.","married","high.school","no","yes","no","cellular","apr","wed",2,999,1,"failure",-1.8,93.075,-47.1,"yes"
"30423",42,"services","married","high.school","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"15892",29,"admin.","married","basic.9y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
